files_modified,files_renamed,files_deleted,cpu_usage,memory_usage,entropy_mean,entropy_max,extension_changes,write_frequency,read_write_ratio,suspicious_processes,network_out_bytes,network_connections,registry_modifications,shadow_copy_deleted,process_injection,honeypot_touched,unique_extensions,label,family
66,105,0,63.00849303145964,41.02006950816246,7.393135752097358,7.616561321649479,44,32.3512740794842,0.47308790624876823,7,213877.78841411843,14,18,0,1,1,3,1,Ryuk
4,6,3,75.49301980991298,59.03613861902459,6.088534446020507,7.842546500153304,51,33.32263026686323,0.15585250517697094,2,361849.9542176202,14,33,1,1,1,1,1,Fileless
5,2,3,27.38089470616686,54.79672481459511,4.390477852891892,4.995933845710001,0,2.1799291233991616,3.4682022403442367,0,1534.174620204468,5,2,0,0,0,2,0,Benign
5,4,3,55.34681978456081,75.66336844688212,7.247016860312021,7.849556052490006,42,39.61943513817975,0.07734486832799066,8,77081.99663512355,3,5,0,0,0,6,1,SlowBurn
121,133,13,94.72529888216982,89.9959625434231,7.884078125006672,7.984855244734051,25,33.18104959213889,0.382778935952648,8,51254.91309688751,18,16,1,0,1,6,1,LockBit
3,1,0,38.894587275438056,24.234284289972226,1.6337834380217817,4.702968034933544,0,0.7219002092204434,4.9464889430347405,0,4730.342287001546,2,0,0,0,0,5,0,Benign
0,2,2,5.908652763405557,44.08407950562085,2.1116384654466103,3.709891358638968,0,2.174669366233291,4.623971644802411,0,4823.512355300077,5,0,0,0,0,2,0,Benign
8,3,3,50.01162347344592,83.40886070729962,6.489874675661548,6.766852288652532,35,39.511724358665674,0.37475330394721834,7,302503.6179252893,23,18,0,1,1,6,1,Fileless
1,2,1,7.657540610793827,14.158086656623244,3.9270555501578523,4.136455693998066,0,0.29981337677904296,4.683185675342382,1,1801.1306531197836,5,3,0,0,0,5,0,Benign
0,1,3,27.057023467302486,11.154481134110041,0.8957712882020936,3.5632808541359204,0,0.7063158899578559,0.8361597240321235,1,1786.422840671711,1,0,0,0,0,5,0,Benign
2,1,0,32.41264121561157,55.08345728161467,2.5082864292792943,1.242105049437356,1,2.2358888036994258,4.5734230931790325,1,2044.5049768763545,5,1,0,0,0,4,0,Benign
12,3,4,54.60302632098555,92.02762369588629,6.812120644808651,7.646329563451289,72,21.550771223115774,0.4660103332076841,8,363995.49861389113,6,9,1,1,1,13,1,SlowBurn
6,2,2,20.397144536963275,55.11539867210494,3.155559342710362,4.073692361880637,1,2.9127612039231687,4.357406060928087,1,653.6117706781946,2,1,0,0,0,3,0,Benign
1,2,0,17.342238993162184,11.718151460843053,3.3980913543156954,3.8969287747876975,0,3.5569218641417963,2.177662873644678,1,1399.9085699508473,0,0,0,0,0,5,0,Benign
143,62,9,63.12323915527958,69.95040850520785,7.410494686749585,7.9851916729769785,7,36.608897895533346,0.050150234989113335,4,41191.86343029588,8,26,1,1,1,14,1,Ryuk
19,5,1,55.23212163564178,79.69396193057968,7.157577896193686,7.920518909134472,50,20.66118242665156,0.37803843621204036,8,128626.51511085754,0,44,1,1,1,4,1,SlowBurn
32,91,16,65.8089509386595,54.43503173796579,7.586609859631377,7.9276707860046915,61,50.18793641941015,0.09445940568705401,5,277107.4347894039,25,43,1,0,1,13,1,Cerber
3,0,2,2.711196319464694,23.701234701924292,0.9381464199094851,1.6403454854141177,0,0.15561387105239,0.9266799882292611,1,2951.890322868785,3,2,0,0,0,1,0,Benign
69,40,12,80.86054808134054,86.48804330394759,7.290456607399239,7.923216897462997,36,12.628501510430482,0.34308630181948363,7,55076.76252328162,28,50,0,1,1,15,1,Cerber
5,10,12,50.88203728831234,76.32245501999972,6.888426534810481,6.639118938340249,54,44.007254670781165,0.47661518246343765,5,50127.30033628032,21,28,0,1,1,9,1,SlowBurn
5,2,1,27.858807960572854,44.99143455412104,2.535406580999526,3.5006103751538746,1,3.8794893560970745,3.803265054361112,1,365.80497763021634,5,0,0,0,0,2,0,Benign
137,131,7,78.29870548100789,45.41195731390231,7.774662889151158,7.809247052409537,53,34.29900942731211,0.12727652203651602,8,196875.78979490773,2,35,1,1,1,3,1,WannaCry
224,268,7,89.71475219030083,77.55827042416571,7.839205272409179,7.954836183558257,21,41.32931016732505,0.25158156009988475,2,287804.14315880695,27,23,1,0,1,1,1,LockBit
1,2,3,7.073096975792106,40.41488068709484,0.511003982215684,2.5135062415960268,1,2.8993181020530585,4.407632694250794,0,2695.955036654022,2,1,0,0,0,2,0,Benign
5,2,2,6.495841700494044,30.789445078862656,3.0627650704668032,3.860380494135818,0,3.654041261633028,4.545910298844868,1,4180.01354139866,1,3,0,0,0,2,0,Benign
3,1,0,35.373013731780524,14.315913674308225,3.2178165761996764,1.2270803645495294,1,2.55797070002192,2.633995152512289,1,2178.2523079253715,3,0,0,0,0,3,0,Benign
60,44,16,83.67852057286431,60.36181194338529,7.419910622773305,7.506483914866059,27,51.065730652717626,0.30651023133249944,5,336084.33758092317,11,41,0,0,1,14,1,Cerber
149,242,13,86.14192817496314,50.200438032705705,7.995158588566667,7.973931511428995,70,15.139679732965725,0.34032903144684884,5,491406.4435851427,24,50,1,1,0,12,1,LockBit
5,0,0,19.985355478810757,34.14087471752055,4.0644125766708115,3.5490328736546672,1,1.4695609073264735,0.6125950750413098,0,2089.624809949754,5,2,0,0,0,5,0,Benign
0,2,3,28.671989135336243,12.84739743492241,1.7503210354390428,5.311678364919467,0,2.459586555058922,2.288488672657272,1,4146.840923091485,1,2,0,0,0,4,0,Benign
3,0,1,5.239797055645482,47.383588504007896,0.5338576864692381,3.138291878170671,1,3.789617263742982,4.033542226290389,1,1622.9441457499195,1,2,0,0,0,1,0,Benign
128,112,15,75.91136513628713,62.893260588846886,7.510207583821269,7.792854988013348,31,27.84864874473039,0.036608026950205895,6,97751.62862074519,19,5,1,1,1,4,1,Ryuk
6,2,0,2.7926710171319034,26.25737231155751,1.080202563205705,4.847099006794459,0,2.2050861627990224,2.2053855267144575,0,3055.232658714279,0,3,0,0,0,5,0,Benign
9,11,17,49.74937842089231,56.1272803971693,7.141963745582053,7.858568226360009,7,40.33970740338067,0.14170066860619165,3,182738.46804752774,15,45,1,0,0,3,1,SlowBurn
0,2,3,4.0029375097212885,23.36036383782845,2.9416448147746643,2.483888915294945,1,3.7853160397551786,2.9837122126099667,0,2469.424471316629,2,2,0,0,0,2,0,Benign
80,150,15,65.90771073944674,54.0889099441621,7.523916886876086,7.999011356649865,70,24.783671904491264,0.2855546071457742,7,486375.07049355825,15,10,1,1,1,7,1,Ryuk
22,55,4,53.827413062535356,65.33520239483376,7.697352212289946,7.776756937501893,27,30.387604903769002,0.32816289899936296,5,121977.11115141374,21,37,0,1,0,8,1,Polymorphic
3,0,3,7.440657304110254,10.281663919069125,3.084748736059526,2.6645780439839486,0,1.5967068087907994,4.811310749021471,1,3105.9814289344745,1,1,0,0,0,3,0,Benign
3,1,2,28.323147491095263,29.501913882715254,3.3909630710864858,1.3330205906477612,1,0.3517776992217039,3.915989348451367,0,4068.152572398401,1,3,0,0,0,3,0,Benign
2,1,1,3.132935284338457,44.42046682278538,2.453877928999741,2.893712287905074,1,1.2247519003074419,3.4865562621043757,0,2852.2592350943683,5,0,0,0,0,2,0,Benign
5,1,0,35.075031969824906,28.061136761714312,2.7306876188102667,2.938688596713898,1,1.3339361670779524,0.941887245869528,1,3060.5811707995763,4,1,0,0,0,1,0,Benign
1,0,0,39.42414848582605,12.177328892168767,2.642660431733611,2.6417829419538554,1,2.341191551761933,1.818288082121797,1,1935.53090583989,0,2,0,0,0,4,0,Benign
3,0,1,15.319618220120686,46.99656257352041,1.4563815719464608,1.5894185669556058,0,2.0131068795450524,0.7007948370082759,0,1670.3074515855553,4,0,0,0,0,5,0,Benign
3,1,1,38.36193090494581,29.60674145513876,0.8246369964988598,3.9896141124458997,0,0.6437690699008982,2.1143268230721217,1,4485.974013142691,4,0,0,0,0,2,0,Benign
6,0,0,5.196227511203947,38.43021067849672,1.4748467851247433,1.253864676970411,0,0.46160827849427655,4.963909209287755,1,1830.9812477682103,3,0,0,0,0,2,0,Benign
8,16,20,54.82809070320261,80.59865832088093,7.083367883160479,6.881675314841273,49,40.098824701405476,0.03786098006183679,2,360550.0285203688,6,8,0,0,1,15,1,SlowBurn
8,1,1,8.173830928289595,47.09334300432962,2.344809888528544,2.7224724499481305,0,1.2254688964047458,2.774885458617035,0,4607.931961124416,1,1,0,0,0,4,0,Benign
115,179,9,88.01594570318628,78.7197770031431,7.806708429635586,7.9458716493780654,57,23.9562489593066,0.33578182122489003,3,396087.16319147684,6,29,0,1,1,10,1,LockBit
1,1,2,22.136408409933317,17.342857432010113,1.7352756543553811,4.536422488299654,0,2.3225842728847805,2.3382353713461006,0,4440.625202230093,1,2,0,0,0,2,0,Benign
7,1,0,10.806465572384178,43.97759311425925,1.4373271678640318,2.613349804612807,0,1.1028890037717378,0.5659220686801504,1,44.49203340995245,5,2,0,0,0,2,0,Benign
5,1,1,16.65940559525989,31.359058120418588,0.5099818144033166,3.2602012248348973,1,3.26812344889763,0.9265122853043526,0,606.9512351962097,4,0,0,0,0,2,0,Benign
4,8,2,84.54692013356464,41.5011118306412,6.763933138308266,7.660608983655293,15,13.068976666746448,0.4338715917563836,4,471344.9098487745,9,35,1,0,0,6,1,Fileless
270,86,11,90.66460623854144,63.96030178052739,7.9853341693654,7.921647865682186,64,22.8791299617316,0.4720120670185445,8,20770.96343954376,27,33,0,0,1,6,1,LockBit
145,50,11,88.25991425685422,65.72995348908405,7.636298677951451,7.947397030266773,6,12.211292471587988,0.1005928036252643,7,441016.175393306,21,49,1,1,1,11,1,WannaCry
20,9,9,43.84946699317819,66.25749810808541,7.150216537725594,7.413847545524908,16,51.37299482478642,0.0781941736841271,4,129045.51200551068,24,5,1,1,0,3,1,SlowBurn
5,0,0,35.96777559998265,44.86628851589579,2.2604636303070946,1.8481769882542798,0,3.30165002381046,2.2114089969598796,1,638.452586557216,4,2,0,0,0,2,0,Benign
95,158,10,83.9680962983266,72.58885920012857,7.8146938162202995,7.635866021412431,48,21.178770303545814,0.010469694290515056,3,341427.8759535714,13,23,1,1,1,12,1,WannaCry
3,0,2,27.375006160812244,11.322725274021208,0.6011656359585325,2.2401210887099134,0,0.5014835704905676,3.241900955099675,1,195.4860996564234,0,3,0,0,0,3,0,Benign
128,75,14,60.32220166253321,44.0938821641531,7.359233228289759,7.346052481792203,73,19.224690042966294,0.4918068970575038,7,70265.44569969442,17,40,1,0,1,8,1,Ryuk
6,0,0,35.73098630904135,12.167280996366289,2.834786331213662,5.056382063707057,1,0.6573647421225779,3.3614306633026256,0,3851.033117243551,1,1,0,0,0,2,0,Benign
124,51,0,90.16440720656777,85.59055325172267,7.490642471009733,7.825935620383146,8,18.140031267948842,0.4222881870514003,4,95226.06052215389,2,16,1,0,1,15,1,Ryuk
8,1,1,21.944678468115182,41.911612318010114,1.8321536935946932,3.9081227583717113,1,2.0433204485250176,3.3600944181855876,0,3478.564589645253,2,1,0,0,0,5,0,Benign
6,2,0,34.53477988786764,36.093648638244844,4.494615674435511,2.130514836905453,1,1.253169392548013,1.8913252959276634,0,1746.102773863224,5,0,0,0,0,2,0,Benign
1,0,0,39.00599308503751,42.45946423182466,4.0479510314879565,4.178838881239752,1,0.8741963250031519,2.5560125663501587,1,1742.0467867997063,1,0,0,0,0,2,0,Benign
6,10,19,33.268714484505104,59.29718165113195,6.742069213208079,7.94131884293814,45,18.180666480327474,0.20409068678095663,2,478321.51549507736,25,28,1,1,1,2,1,SlowBurn
145,110,11,64.15233448354942,68.06959746892173,7.653553939715775,7.560117482694583,57,12.764758246345306,0.47322230174662194,8,295351.62156840827,14,33,1,0,1,9,1,Ryuk
7,2,3,35.84057358554748,44.47397968642987,1.9439790351698685,2.121564450379675,0,2.0784837515853014,1.9825963423001967,1,3517.1277622411108,1,3,0,0,0,2,0,Benign
4,0,2,6.429825361014862,38.474591926000485,1.887208879152015,1.905107998044394,0,3.6605850294324056,0.7596801329686691,0,1427.4056944919323,2,0,0,0,0,3,0,Benign
0,1,2,15.925534122071328,51.72859784354736,4.1827537646787825,3.484195555925881,0,0.24510415933377905,4.642924679724524,1,374.2420370680938,5,0,0,0,0,5,0,Benign
186,77,16,89.2389389113751,47.61938280981954,7.746964594547855,7.769080644997967,34,49.41496611421883,0.4117286306885424,5,20403.41236558422,4,39,1,1,1,12,1,WannaCry
6,0,3,43.744012594468266,54.79994758404567,2.400756640168575,3.087987509651298,1,0.3267282650383736,2.500535685449946,1,1056.5622951421856,1,3,0,0,0,2,0,Benign
6,3,6,33.95747931106644,45.23735020403506,7.305049742543794,7.360470376916812,74,41.24372676624582,0.37482892597065237,3,271737.1555486806,13,48,1,0,0,8,1,SlowBurn
187,44,2,91.18751950387065,79.84445635698744,7.693762099184497,7.668385036447014,59,44.193818125847116,0.2809469552624313,5,358060.90721195185,26,36,1,1,1,11,1,WannaCry
80,10,10,56.830922006428295,58.618199714469824,7.110544124398151,7.7206194493229425,68,36.4379742167349,0.3929817691909951,8,383492.4415147279,26,38,0,0,1,1,1,Polymorphic
0,0,2,43.61797673550089,52.617505834191704,1.6234426667160493,4.125360235535094,1,0.6844864890184872,2.018558670612798,1,4428.376105494438,5,1,0,0,0,2,0,Benign
12,4,8,43.41563970851533,81.20016533091676,7.421464924840367,7.826560557174096,46,30.39357519430226,0.33797917895503937,6,178416.00844104655,20,50,1,0,1,8,1,SlowBurn
5,1,16,53.591411771340056,86.4169059165607,6.7029824218924485,5.775465683955536,74,37.25027142156398,0.42431663890520344,5,116289.62975239391,16,33,1,1,1,3,1,Fileless
56,17,5,64.90951097455337,94.18731532638978,7.408795262425232,7.638301720622847,18,42.91173537136282,0.44107670905566054,2,445343.80056146625,23,9,1,1,1,15,1,Cerber
0,0,3,37.97856098508885,14.66274348926854,2.252419158590305,5.324539820098698,1,1.8263682488648731,4.498238968472952,0,3790.9331918218354,0,2,0,0,0,3,0,Benign
55,59,8,63.278816295007154,59.907986889920245,7.362706698986532,7.608559596429586,68,52.22095471579824,0.1833936859698661,7,103492.51391041267,3,19,0,1,1,1,1,Ryuk
3,2,1,16.295251884648447,40.28859183111869,1.7108562402926428,4.643019205645407,0,3.5379038320662146,1.5850097073560023,0,1517.1147188308776,4,3,0,0,0,5,0,Benign
7,2,3,44.39635242926095,37.830294909014675,4.299148405232026,1.559072784864698,1,2.7122911262468468,3.1006157443348106,1,3397.807888427479,5,1,0,0,0,4,0,Benign
8,2,0,32.17443475249875,44.111318835299556,3.2820419058330996,2.4914713105657595,1,1.2168110705525246,2.65675308918313,1,3104.8694089878977,5,3,0,0,0,4,0,Benign
8,2,0,16.407114350354746,28.48021488068823,1.0336259251128532,1.4647495837648772,1,2.9420254086093736,4.02483333601564,1,4553.933969282993,3,3,0,0,0,1,0,Benign
5,1,0,10.982222386738254,54.418184140063204,3.035311147775771,1.5950805598479612,0,3.8380272411928518,3.4092725324278166,1,2005.1383335561918,1,0,0,0,0,5,0,Benign
7,1,0,10.483397274833944,44.068278779027985,1.5663903073216692,2.501205306238864,1,3.8765626406451212,1.15385284706521,1,205.20120456180234,2,3,0,0,0,2,0,Benign
4,2,2,26.93280787447514,16.324547966012712,3.234352045127729,4.534164872699902,0,1.5601505917091605,1.785169685576426,1,864.1012771515966,2,1,0,0,0,1,0,Benign
4,2,1,25.865796540827517,13.905215201045642,2.7065869443921917,2.5768402516811726,0,0.3608637183462773,4.336370013629745,0,3187.823427714303,0,2,0,0,0,5,0,Benign
100,297,14,91.61231709568096,55.829014049150985,7.970885900880634,7.944909678962388,61,28.8713209096898,0.47277959807978437,3,382439.16112608515,29,42,1,0,1,1,1,LockBit
75,91,14,59.504029421612096,43.27361146498701,7.391400220162567,7.898425805856248,64,21.55938297762046,0.37056710004898347,5,398905.1696380531,13,31,1,0,1,15,1,Cerber
2,0,2,10.537753352094995,17.908494520471304,1.7158076266468325,1.1029507534985656,1,3.710263367358618,3.052728339926878,1,1893.1043676997826,4,3,0,0,0,5,0,Benign
75,52,4,44.696352140411506,60.48336474198639,7.059732567095178,7.437002375775325,59,27.331196650889847,0.40239151092636033,3,31728.45548658937,21,42,1,0,1,12,1,Polymorphic
6,2,2,20.66505651808716,26.091375408453995,1.8585812922880591,2.9997262453938385,1,2.445511754640527,4.331646832111069,0,310.81316322408014,1,2,0,0,0,4,0,Benign
8,2,3,35.87818294217839,30.6527173976699,3.8314640496140115,4.021818596633738,1,2.666264377138932,3.861983338625977,0,4018.8615067614787,1,1,0,0,0,2,0,Benign
98,60,1,83.91326041815672,88.25719761929619,7.72584370955006,7.8071975526267305,43,33.71932681624064,0.2547141600102521,3,241931.94693133954,22,49,1,0,1,15,1,WannaCry
0,0,0,20.704148509185945,52.26675610113212,1.4490339505387615,5.322481672621422,1,1.6798408489047691,3.282374733633911,0,2399.8171861183127,2,0,0,0,0,5,0,Benign
124,132,15,90.53509414998304,69.30811041865056,7.508961646253524,7.304731888920406,69,27.226957578394035,0.09403399913869356,2,110790.83001678849,28,7,0,0,1,5,1,Ryuk
5,0,2,24.9335389403806,50.40593774926606,0.6933285591559644,2.935053105193438,0,1.6059119304358354,3.0413820363272706,0,4431.225744707282,3,3,0,0,0,3,0,Benign
227,282,6,87.86623914065042,61.27221695937003,7.8964522690062955,7.95566359937876,65,29.2971730839196,0.18000528649462086,3,204270.81804091306,11,34,1,1,0,1,1,LockBit
4,0,0,30.10492695901474,26.19695600803579,0.6163504743558974,1.6595290126646411,0,2.288064565937189,2.3247850628459323,0,1864.4950009896943,5,0,0,0,0,5,0,Benign
1,0,2,26.287187500288475,28.818531364913383,1.1724274448245349,1.7493573831889893,1,3.641664191935952,4.328493847880013,0,2832.664827977165,2,3,0,0,0,3,0,Benign
4,1,3,2.4742076235627146,11.89748651199354,3.68663349539935,4.980391478326011,0,0.6309624632170308,3.237181182660797,0,1192.2128086004768,2,0,0,0,0,3,0,Benign
7,2,1,44.486921504329445,49.89733854462113,2.3098802016573696,2.972367461809408,1,2.056794770381091,1.2500134689040165,0,2047.8450068685934,2,1,0,0,0,3,0,Benign
6,0,3,16.27197025059236,10.797284322665542,2.3737411148283747,3.644322837586618,1,1.0346146591615546,2.56264713966846,1,4877.049540282969,4,2,0,0,0,1,0,Benign
119,173,9,85.18677732623046,61.67403781981049,7.92237478126509,7.6157105104845035,80,37.043689884050465,0.10279196757934808,2,364088.6780713576,11,21,1,1,1,14,1,WannaCry
19,17,3,56.49834087358783,54.69812321311632,7.349446178518455,7.422562602821639,59,41.84894239565579,0.03768768324405004,8,257504.91764674516,3,33,1,1,1,14,1,SlowBurn
285,199,3,95.97288059258075,71.55892716728812,7.807952226786312,7.93085818901227,48,12.460694706787287,0.2944306922070788,5,41300.23943090417,23,6,1,0,1,8,1,LockBit
111,121,9,77.40294286607887,48.56412725758484,7.797730039366645,7.657637350881396,75,36.3995693549617,0.17215815327019277,7,143862.6712299599,18,12,1,0,1,15,1,WannaCry
103,75,7,79.34954843553315,66.91153138299778,7.826820891928313,7.4601425532969206,30,34.96484075360975,0.34619091823327564,5,492845.89665720426,30,23,1,0,1,4,1,Ryuk
8,5,0,72.6404219925736,44.413523719026855,6.554373424943471,6.5658018687050514,12,54.046723509540705,0.15975262542525126,3,226023.71512516646,14,43,1,0,1,11,1,Fileless
78,82,3,74.87221573356129,90.91789657706451,7.217212450412195,7.930002168856073,45,56.96851044760817,0.12986297411999215,4,381928.7519145115,6,34,1,1,1,4,1,Cerber
52,45,6,55.04799773651392,66.14281940803849,7.615210229303571,7.899491944061015,45,21.9100968359437,0.2950090297595435,4,150999.98397783138,4,31,1,1,1,15,1,Polymorphic
8,0,11,63.31729294198219,70.40834461869429,6.967882299871594,6.523808818171248,61,37.49428926195528,0.4739524957121149,2,220363.0396077525,21,22,1,1,1,14,1,Fileless
6,0,2,11.93043544649155,18.142914581891386,3.7254039032217348,1.8569325852539285,0,3.6178994708430974,0.6006365359118685,0,4860.630583716681,0,1,0,0,0,1,0,Benign
3,0,2,40.50736517637552,33.75735900784413,4.494100451958371,4.1298906183032456,1,2.948218985212579,1.5941396737235418,0,3116.567836431939,0,0,0,0,0,3,0,Benign
8,13,15,30.30681378399841,49.26704642231894,7.117805020857827,6.99065712934492,48,54.747561091663144,0.3424310953700574,3,233352.465030696,25,13,1,0,1,10,1,SlowBurn
4,0,3,20.587665374891248,52.40473319005607,3.5623529505747262,2.785866697764198,1,0.8536153496755947,1.286981581763582,1,2589.7598905377413,4,3,0,0,0,1,0,Benign
6,2,2,40.86106813618449,19.334714873070602,2.673718725034371,2.816833584256689,0,3.888710749972888,3.6793533342218776,1,4636.103969195491,3,0,0,0,0,4,0,Benign
114,161,0,99.00766771187894,83.36337623930822,7.53642859946624,7.663370637691312,67,41.23345326994064,0.46267196897706514,5,71954.74501216583,29,42,0,0,1,15,1,WannaCry
0,0,3,13.71253690832145,26.382751496082143,0.803415143179683,5.28123798280215,0,0.9485326258202784,4.395280902211116,0,1781.4648016553547,0,0,0,0,0,3,0,Benign
6,2,2,36.879719248262745,23.99648108282217,2.252550285478267,4.027096628165616,0,2.6676153234646947,1.9684672924677515,1,4745.851664340025,0,2,0,0,0,5,0,Benign
97,18,14,61.95335902664739,69.56518951092929,7.198004010886737,7.824318113280844,8,12.43993528436302,0.32983479032715896,7,474381.8801045215,22,30,1,0,1,1,1,Cerber
1,2,1,25.032161072430974,29.03341319019595,4.296165906466548,4.697855418422055,0,1.4043961399982297,0.8015389494283978,0,797.7249446489648,3,0,0,0,0,1,0,Benign
7,15,17,35.430508455766805,41.87243532660891,6.879237309439153,7.2007800532249036,78,47.89346226717887,0.42909600601158815,6,322684.7319770448,4,25,0,1,1,10,1,SlowBurn
6,1,3,57.0107007801273,82.00595267867365,6.32738665622004,5.9894218263184085,14,59.2537807980172,0.4824477244748012,2,346173.3978541401,19,38,1,0,0,2,1,Fileless
13,6,14,55.10014737359319,47.58361323105492,6.920393644318085,6.813670469570858,37,10.8023279914954,0.44293202735441384,6,459041.9614716428,30,6,0,1,1,15,1,SlowBurn
6,2,3,37.94473514019598,35.308504282760126,3.515305046772113,1.2334424769864625,0,0.9292802407068614,3.4167713863159577,0,2.6354252318422366,0,3,0,0,0,3,0,Benign
5,8,19,66.93720602565398,55.208239843101865,6.4799913704498255,5.679673368920477,80,25.986855606131243,0.08995842398627327,3,127309.73355062162,28,29,1,0,1,8,1,Fileless
2,2,2,11.09573091212679,25.077200664443268,3.0992893465998708,3.4572812348370596,1,1.1695472892570078,3.9959592189375828,0,1012.0026963310147,1,1,0,0,0,3,0,Benign
7,1,1,42.603444865188685,10.461113679361347,1.2330234587562487,3.6009487511324716,1,3.7620359219983937,2.8494565652618182,1,3880.067776982122,5,0,0,0,0,3,0,Benign
33,14,1,68.56593805856636,55.65946147596764,7.662663238019774,7.572497371468866,26,50.86534146948704,0.09839015995755601,4,71571.93414940765,3,45,1,1,1,4,1,Polymorphic
68,38,0,75.64790952373022,56.56142234855385,7.457311299771682,7.509524604985615,77,26.53022599354076,0.35236871598542596,8,75305.73405137414,3,31,1,1,1,12,1,Polymorphic
72,42,12,63.0426674164466,61.986839991063704,7.370839162420193,7.599251127237174,8,37.153094394427825,0.1219247629407898,2,413058.5502352466,23,29,0,0,1,15,1,Polymorphic
61,80,15,65.77883587571922,80.23511516881644,7.2421965534937405,7.976239887947573,60,16.121238031478143,0.30167949000095345,2,56148.397711526806,11,8,1,0,1,1,1,Cerber
3,0,2,32.77408864527081,34.45899807735181,3.4363036627745145,3.836370149020881,1,0.3881440454886529,2.6594197704962452,0,1403.3052349033742,4,1,0,0,0,2,0,Benign
4,2,0,40.751132244047874,23.38240811834246,1.9591352534809916,5.245775127046158,0,1.364581387235968,0.9687138548873084,1,2017.7980794654943,4,2,0,0,0,5,0,Benign
1,0,1,35.28937450098595,46.86348415628522,2.588691217937352,2.6091764973937606,0,0.6659626626333219,2.7457876172003814,1,2742.3290675410535,2,0,0,0,0,2,0,Benign
51,73,10,69.03224546750096,42.52102220837972,7.724561172294925,7.312902174262567,39,59.439869227335606,0.487258187697264,5,92950.30763635572,30,30,1,1,1,1,1,Ryuk
1,1,3,34.462064522106246,22.10199963880233,3.882419180393586,3.886913639104991,0,0.955097675929041,1.5727689233053637,0,3545.6610658019463,2,1,0,0,0,1,0,Benign
4,2,3,27.510656998483668,19.41964912017869,1.4905844681826221,2.345864883645554,1,0.5667020975453161,2.0491065476160797,1,1760.917825510807,4,0,0,0,0,4,0,Benign
95,82,19,56.01497926119572,62.222426911585444,7.623050057325674,7.486131794306689,46,25.974658786274432,0.4269329382793889,4,400208.56031113514,7,46,1,1,1,3,1,Cerber
0,0,0,44.97673988901529,40.05647049651344,1.2597266687902886,2.3516191977548537,1,2.022380061836151,3.54806568189167,1,1796.1032947226818,3,0,0,0,0,2,0,Benign
0,0,1,42.74348816370323,15.62489789069427,3.2931477065223667,1.4070415014565767,0,1.386901415533706,4.949918523408611,0,1371.0306614512529,3,0,0,0,0,1,0,Benign
2,1,0,9.080151595009273,36.218774332767836,4.436238289541645,4.508295111709252,1,0.2945100359771655,1.6619738805561939,0,430.08271268505206,2,1,0,0,0,2,0,Benign
0,1,3,40.62361130978297,35.7251082428546,2.0642755166056794,5.139464601379539,1,1.1557548695958801,0.9744534186536269,1,1028.8581863574498,4,2,0,0,0,4,0,Benign
7,3,10,55.47833256550384,60.89666679643589,6.259271850435075,6.0929619861596835,45,46.371097543860316,0.11645522152366783,4,337074.5226153223,8,20,1,1,1,15,1,Fileless
75,57,5,42.66961579935881,77.24765346702465,7.9636653358763585,7.853808530440437,10,46.50053599075344,0.1745004920929473,5,368145.4320982584,14,35,1,1,1,12,1,Polymorphic
45,28,7,64.0278790114564,42.078423521102145,7.226337297008339,7.174053696550292,32,40.95169452317947,0.471954943159111,5,481978.1149991327,29,36,1,0,1,7,1,Cerber
13,4,3,56.21172597991443,69.1447825665822,7.407089889474919,7.9220444547156275,21,52.75456932983654,0.30655460762677766,8,109401.09105637774,24,46,1,0,1,6,1,SlowBurn
8,1,2,2.92191426479387,42.9178546092648,1.4593669939235583,3.13478793522907,1,3.1159420078861606,3.2677423882434944,1,34.62148532276221,2,1,0,0,0,3,0,Benign
126,125,9,94.41736083035461,93.96762837036724,7.337312356862207,7.844239451102016,80,10.11281469031995,0.4381729868435644,7,269534.9757893864,11,37,0,0,1,2,1,Ryuk
8,2,3,32.31648445732331,37.58950317897478,2.378595693326495,2.621871338266006,0,0.797770348753605,4.474412229644744,1,2422.3678198992666,2,3,0,0,0,4,0,Benign
6,0,0,16.928174105994582,59.93471265152217,0.8257634692877316,1.605826933313431,1,1.8012983525866364,1.249426544449244,0,3020.0904626950546,5,1,0,0,0,4,0,Benign
4,1,2,32.62408322511817,44.252258785430975,1.0286247892172908,3.8792789452439753,0,3.6605390308737307,3.1096885580849514,0,1782.1841670348815,0,3,0,0,0,5,0,Benign
6,0,1,2.7612911381492,55.33344073075951,3.9792960355481255,1.5364401013628053,0,0.7458156852442177,1.7786417797828669,0,3833.5826190638263,0,2,0,0,0,5,0,Benign
117,81,1,82.3700729282643,79.36259260033023,7.979006219066612,7.889274121480592,68,30.051560093298598,0.4941896812414287,4,227979.5032151951,17,14,1,1,1,4,1,WannaCry
75,75,10,74.68848618393535,86.49995424733117,7.341062273061928,7.772827576554405,48,15.670254266859287,0.03465647663126032,2,266973.86678533343,1,7,1,0,1,13,1,Polymorphic
4,0,3,38.26329126035331,12.518149949669791,4.27825305432901,1.3878047234261617,1,0.504284025957467,3.2077207874233142,0,1374.6936232395624,0,2,0,0,0,2,0,Benign
2,2,3,2.3324014956350063,55.87034630463742,0.9762937039309638,3.6975419799403593,1,0.35814038849135477,1.8552042543951766,0,1840.5010225582503,3,2,0,0,0,2,0,Benign
